	value
6398	Universalism: tolerance
6399	Universalism: objectivity
6400	Self-direction: thought
6401	Self-direction: action
6402	Stimulation
6403	Hedonism
6404	Achievement
6405	Power: dominance
6406	Power: resources
6407	Face
6408	Security: personal
6409	Security: societal
6410	Tradition
6411	Conformity: rules
6412	Conformity: interpersonal
6413	Humility
6414	Benevolence: caring
6415	Benevolence: dependability
6416	Universalism: concern
6417	Universalism: nature
6418	Universalism: tolerance
6419	Universalism: objectivity
6420	Self-direction: thought
6421	Self-direction: action
6422	Stimulation
6423	Hedonism
6424	Achievement
6425	Power: dominance
6426	Power: resources
6427	Face
6428	Security: personal
6429	Security: societal
6430	Tradition
6431	Conformity: rules
6432	Conformity: interpersonal
6433	Humility
6434	Benevolence: caring
6435	Benevolence: dependability
6436	Universalism: concern
6437	Universalism: nature
6438	Universalism: tolerance
6439	Universalism: objectivity
6440	Self-direction: thought
6441	Self-direction: action
6442	Stimulation
6443	Hedonism
6444	Achievement
6445	Power: dominance
6446	Power: resources
6447	Face
6448	Security: personal
6449	Security: societal
6450	Tradition
6451	Conformity: rules
6452	Conformity: interpersonal
6453	Humility
6454	Benevolence: caring
6455	Benevolence: dependability
6456	Universalism: concern
6457	Universalism: nature
6458	Universalism: tolerance
6459	Universalism: objectivity
6460	Self-direction: thought
6461	Self-direction: action
6462	Stimulation
6463	Hedonism
6464	Achievement
6465	Power: dominance
6466	Power: resources
6467	Face
6468	Security: personal
6469	Security: societal
6470	Tradition
6471	Conformity: rules
6472	Conformity: interpersonal
6473	Humility
6474	Benevolence: caring
6475	Benevolence: dependability
6476	Universalism: concern
6477	Universalism: nature
6478	Universalism: tolerance
6479	Universalism: objectivity
6480	Self-direction: thought
6481	Self-direction: action
6482	Stimulation
6483	Hedonism
6484	Achievement
6485	Power: dominance
6486	Power: resources
6487	Face
6488	Security: personal
6489	Security: societal
6490	Tradition
6491	Conformity: rules
6492	Conformity: interpersonal
6493	Humility
6494	Benevolence: caring
6495	Benevolence: dependability
6496	Universalism: concern
6497	Universalism: nature
6498	Universalism: tolerance
6499	Universalism: objectivity
6500	Self-direction: thought
6501	Self-direction: action
6502	Stimulation
6503	Hedonism
6504	Achievement
6505	Power: dominance
6506	Power: resources
6507	Face
6508	Security: personal
6509	Security: societal
6510	Tradition
6511	Conformity: rules
6512	Conformity: interpersonal
6513	Humility
6514	Benevolence: caring
6515	Benevolence: dependability
6516	Universalism: concern
6517	Universalism: nature
6518	Universalism: tolerance
6519	Universalism: objectivity
6520	Self-direction: thought
6521	Self-direction: action
6522	Stimulation
6523	Hedonism
6524	Achievement
6525	Power: dominance
6526	Power: resources
6527	Face
6528	Security: personal
6529	Security: societal
6530	Tradition
6531	Conformity: rules
6532	Conformity: interpersonal
6533	Humility
6534	Benevolence: caring
6535	Benevolence: dependability
6536	Universalism: concern
6537	Universalism: nature
6538	Universalism: tolerance
6539	Universalism: objectivity
6540	Self-direction: thought
6541	Self-direction: action
6542	Stimulation
6543	Hedonism
6544	Achievement
6545	Power: dominance
6546	Power: resources
6547	Face
6548	Security: personal
6549	Security: societal
6550	Tradition
6551	Conformity: rules
6552	Conformity: interpersonal
6553	Humility
6554	Benevolence: caring
6555	Benevolence: dependability
6556	Universalism: concern
6557	Universalism: nature
6558	Universalism: tolerance
6559	Universalism: objectivity
6560	Self-direction: thought
6561	Self-direction: action
6562	Stimulation
6563	Hedonism
6564	Achievement
6565	Power: dominance
6566	Power: resources
6567	Face
6568	Security: personal
6569	Security: societal
6570	Tradition
6571	Conformity: rules
6572	Conformity: interpersonal
6573	Humility
6574	Benevolence: caring
6575	Benevolence: dependability
6576	Universalism: concern
6577	Universalism: nature
6578	Universalism: tolerance
6579	Universalism: objectivity
6580	Self-direction: thought
6581	Self-direction: action
6582	Stimulation
6583	Hedonism
6584	Achievement
6585	Power: dominance
6586	Power: resources
6587	Face
6588	Security: personal
6589	Security: societal
6590	Tradition
6591	Conformity: rules
6592	Conformity: interpersonal
6593	Humility
6594	Benevolence: caring
6595	Benevolence: dependability
6596	Universalism: concern
6597	Universalism: nature
6598	Universalism: tolerance
6599	Universalism: objectivity
6600	Self-direction: thought
6601	Self-direction: action
6602	Stimulation
6603	Hedonism
6604	Achievement
6605	Power: dominance
6606	Power: resources
6607	Face
6608	Security: personal
6609	Security: societal
6610	Tradition
6611	Conformity: rules
6612	Conformity: interpersonal
6613	Humility
6614	Benevolence: caring
6615	Benevolence: dependability
6616	Universalism: concern
6617	Universalism: nature
6618	Universalism: tolerance
6619	Universalism: objectivity
6620	Self-direction: thought
6621	Self-direction: action
6622	Stimulation
6623	Hedonism
6624	Achievement
6625	Power: dominance
6626	Power: resources
6627	Face
6628	Security: personal
6629	Security: societal
6630	Tradition
6631	Conformity: rules
6632	Conformity: interpersonal
6633	Humility
6634	Benevolence: caring
6635	Benevolence: dependability
6636	Universalism: concern
6637	Universalism: nature
6638	Universalism: tolerance
6639	Universalism: objectivity
6640	Self-direction: thought
6641	Self-direction: action
6642	Stimulation
6643	Hedonism
6644	Achievement
6645	Power: dominance
6646	Power: resources
6647	Face
6648	Security: personal
6649	Security: societal
6650	Tradition
6651	Conformity: rules
6652	Conformity: interpersonal
6653	Humility
6654	Benevolence: caring
6655	Benevolence: dependability
6656	Universalism: concern
6657	Universalism: nature
6658	Universalism: tolerance
6659	Universalism: objectivity
6660	Self-direction: thought
6661	Self-direction: action
6662	Stimulation
6663	Hedonism
6664	Achievement
6665	Power: dominance
6666	Power: resources
6667	Face
6668	Security: personal
6669	Security: societal
6670	Tradition
6671	Conformity: rules
6672	Conformity: interpersonal
6673	Humility
6674	Benevolence: caring
6675	Benevolence: dependability
6676	Universalism: concern
6677	Universalism: nature
6678	Universalism: tolerance
6679	Universalism: objectivity
6680	Self-direction: thought
6681	Self-direction: action
6682	Stimulation
6683	Hedonism
6684	Achievement
6685	Power: dominance
6686	Power: resources
6687	Face
6688	Security: personal
6689	Security: societal
6690	Tradition
6691	Conformity: rules
6692	Conformity: interpersonal
6693	Humility
6694	Benevolence: caring
6695	Benevolence: dependability
6696	Universalism: concern
6697	Universalism: nature
6698	Universalism: tolerance
6699	Universalism: objectivity
6700	Self-direction: thought
6701	Self-direction: action
6702	Stimulation
6703	Hedonism
6704	Achievement
6705	Power: dominance
6706	Power: resources
6707	Face
6708	Security: personal
6709	Security: societal
6710	Tradition
6711	Conformity: rules
6712	Conformity: interpersonal
6713	Humility
6714	Benevolence: caring
6715	Benevolence: dependability
6716	Universalism: concern
6717	Universalism: nature
6718	Universalism: tolerance
6719	Universalism: objectivity
6720	Self-direction: thought
6721	Self-direction: action
6722	Stimulation
6723	Hedonism
6724	Achievement
6725	Power: dominance
6726	Power: resources
6727	Face
6728	Security: personal
6729	Security: societal
6730	Tradition
6731	Conformity: rules
6732	Conformity: interpersonal
6733	Humility
6734	Benevolence: caring
6735	Benevolence: dependability
6736	Universalism: concern
6737	Universalism: nature
6738	Universalism: tolerance
6739	Universalism: objectivity
6740	Self-direction: thought
6741	Self-direction: action
6742	Stimulation
6743	Hedonism
6744	Achievement
6745	Power: dominance
6746	Power: resources
6747	Face
6748	Security: personal
6749	Security: societal
6750	Tradition
6751	Conformity: rules
6752	Conformity: interpersonal
6753	Humility
6754	Benevolence: caring
6755	Benevolence: dependability
6756	Universalism: concern
6757	Universalism: nature
6758	Universalism: tolerance
6759	Universalism: objectivity
6760	Self-direction: thought
6761	Self-direction: action
6762	Stimulation
6763	Hedonism
6764	Achievement
6765	Power: dominance
6766	Power: resources
6767	Face
6768	Security: personal
6769	Security: societal
6770	Tradition
6771	Conformity: rules
6772	Conformity: interpersonal
6773	Humility
6774	Benevolence: caring
6775	Benevolence: dependability
6776	Universalism: concern
6777	Universalism: nature
6778	Universalism: tolerance
6779	Universalism: objectivity
6780	Self-direction: thought
6781	Self-direction: action
6782	Stimulation
6783	Hedonism
6784	Achievement
6785	Power: dominance
6786	Power: resources
6787	Face
6788	Security: personal
6789	Security: societal
6790	Tradition
6791	Conformity: rules
6792	Conformity: interpersonal
6793	Humility
6794	Benevolence: caring
6795	Benevolence: dependability
6796	Universalism: concern
6797	Universalism: nature
6798	Universalism: tolerance
6799	Universalism: objectivity
6800	Self-direction: thought
6801	Self-direction: action
6802	Stimulation
6803	Hedonism
6804	Achievement
6805	Power: dominance
6806	Power: resources
6807	Face
6808	Security: personal
6809	Security: societal
6810	Tradition
6811	Conformity: rules
6812	Conformity: interpersonal
6813	Humility
6814	Benevolence: caring
6815	Benevolence: dependability
6816	Universalism: concern
6817	Universalism: nature
6818	Universalism: tolerance
6819	Universalism: objectivity
6820	Self-direction: thought
6821	Self-direction: action
6822	Stimulation
6823	Hedonism
6824	Achievement
6825	Power: dominance
6826	Power: resources
6827	Face
6828	Security: personal
6829	Security: societal
6830	Tradition
6831	Conformity: rules
6832	Conformity: interpersonal
6833	Humility
6834	Benevolence: caring
6835	Benevolence: dependability
6836	Universalism: concern
6837	Universalism: nature
6838	Universalism: tolerance
6839	Universalism: objectivity
6840	Self-direction: thought
6841	Self-direction: action
6842	Stimulation
6843	Hedonism
6844	Achievement
6845	Power: dominance
6846	Power: resources
6847	Face
6848	Security: personal
6849	Security: societal
6850	Tradition
6851	Conformity: rules
6852	Conformity: interpersonal
6853	Humility
6854	Benevolence: caring
6855	Benevolence: dependability
6856	Universalism: concern
6857	Universalism: nature
6858	Universalism: tolerance
6859	Universalism: objectivity
6860	Self-direction: thought
6861	Self-direction: action
6862	Stimulation
6863	Hedonism
6864	Achievement
6865	Power: dominance
6866	Power: resources
6867	Face
6868	Security: personal
6869	Security: societal
6870	Tradition
6871	Conformity: rules
6872	Conformity: interpersonal
6873	Humility
6874	Benevolence: caring
6875	Benevolence: dependability
6876	Universalism: concern
6877	Universalism: nature
6878	Universalism: tolerance
6879	Universalism: objectivity
6880	Self-direction: thought
6881	Self-direction: action
6882	Stimulation
6883	Hedonism
6884	Achievement
6885	Power: dominance
6886	Power: resources
6887	Face
6888	Security: personal
6889	Security: societal
6890	Tradition
6891	Conformity: rules
6892	Conformity: interpersonal
6893	Humility
6894	Benevolence: caring
6895	Benevolence: dependability
6896	Universalism: concern
6897	Universalism: nature
6898	Universalism: tolerance
6899	Universalism: objectivity
6900	Self-direction: thought
6901	Self-direction: action
6902	Stimulation
6903	Hedonism
6904	Achievement
6905	Power: dominance
6906	Power: resources
6907	Face
6908	Security: personal
6909	Security: societal
6910	Tradition
6911	Conformity: rules
6912	Conformity: interpersonal
6913	Humility
6914	Benevolence: caring
6915	Benevolence: dependability
6916	Universalism: concern
6917	Universalism: nature
6918	Universalism: tolerance
6919	Universalism: objectivity
6920	Self-direction: thought
6921	Self-direction: action
6922	Stimulation
6923	Hedonism
6924	Achievement
6925	Power: dominance
6926	Power: resources
6927	Face
6928	Security: personal
6929	Security: societal
6930	Tradition
6931	Conformity: rules
6932	Conformity: interpersonal
6933	Humility
6934	Benevolence: caring
6935	Benevolence: dependability
6936	Universalism: concern
6937	Universalism: nature
6938	Universalism: tolerance
6939	Universalism: objectivity
6940	Self-direction: thought
6941	Self-direction: action
6942	Stimulation
6943	Hedonism
6944	Achievement
6945	Power: dominance
6946	Power: resources
6947	Face
6948	Security: personal
6949	Security: societal
6950	Tradition
6951	Conformity: rules
6952	Conformity: interpersonal
6953	Humility
6954	Benevolence: caring
6955	Benevolence: dependability
6956	Universalism: concern
6957	Universalism: nature
6958	Universalism: tolerance
6959	Universalism: objectivity
6960	Self-direction: thought
6961	Self-direction: action
6962	Stimulation
6963	Hedonism
6964	Achievement
6965	Power: dominance
6966	Power: resources
6967	Face
6968	Security: personal
6969	Security: societal
6970	Tradition
6971	Conformity: rules
6972	Conformity: interpersonal
6973	Humility
6974	Benevolence: caring
6975	Benevolence: dependability
6976	Universalism: concern
6977	Universalism: nature
6978	Universalism: tolerance
6979	Universalism: objectivity
6980	Self-direction: thought
6981	Self-direction: action
6982	Stimulation
6983	Hedonism
6984	Achievement
6985	Power: dominance
6986	Power: resources
6987	Face
6988	Security: personal
6989	Security: societal
